objID,detectID,imageID,skyCellID,filterid,filterType,obsTime,ra,dec,psfFlux,psfFluxErr,psfMajorFWHM,psfMinorFWHM,psfQfPerfect,apFlux,apFluxErr,apFillF,apRadius,infoFlag,infoFlag2,infoFlag3
146681119698436001,117622631160000960,15049616,8,5,y,55277.2265006,111.96982992,32.23781654,6.706549902446568e-05,1.0278999980073422e-05,1.4388699531555176,1.2742999792099,0.9989659786224365,4.8345700633944944e-05,1.7210900296049658e-06,0.8974570035934448,3.066349983215332,35651585,0,7374912
146681119698436001,136562765150000922,23207015,8,5,y,55466.6278308,111.96984745,32.23780058,7.397970330202952e-05,6.740050139342202e-06,0.9885910153388977,0.927386999130249,0.9978060126304626,8.577349944971502e-05,2.2940500912227435e-06,0.8604310154914856,2.0482900142669678,35651585,0,7374912
146681119698436001,136563856150000790,23207915,8,5,y,55466.6387393,111.96981155,32.23780087,7.287970220204443e-05,7.0489099925907794e-06,0.9921830296516418,0.9051679968833923,0.9975370168685913,6.496850255643949e-05,2.0087500161025673e-06,0.8405370116233826,2.048219919204712,35651585,0,7374912
146681119698436001,139253074150001301,24526615,8,5,y,55493.5309216,111.96983431,32.23779389,6.748690066160634e-05,8.33530975796748e-06,1.045240044593811,0.9520819783210754,0.9962059855461121,7.332720269914716e-05,2.1557300442509586e-06,0.8645449876785278,2.3043200969696045,35651585,0,7374912
146681119698436001,139254182150001300,24528715,8,5,y,55493.542003,111.96983161,32.23776575,6.836609827587381e-05,8.035040082177147e-06,1.0452799797058105,0.9299629926681519,0.9979209899902344,6.875429971842095e-05,2.088090013785404e-06,0.8684750199317932,2.3040900230407715,35651585,0,7374912
146681119698436001,140063567560000882,24925556,8,4,z,55501.6358475,111.96983382,32.23779621,9.002460137708113e-05,2.882429953388055e-06,1.0551400184631348,0.977537989616394,0.9978110194206238,8.874780178302899e-05,1.5170900269367849e-06,0.8554580211639404,2.0473499298095703,102760517,128,7374912
146681119698436001,140064754650000937,24927765,8,4,z,55501.6477252,111.96987816,32.23778571,7.107359851943329e-05,3.114279934379738e-06,0.9569470286369324,0.8232190012931824,0.9011480212211609,4.882310167886317e-05,1.1258599670327385e-06,0.7908009886741638,2.047260046005249,35651585,128,57706560
146681119698436001,154037986320001209,31434932,8,5,y,55641.3800419,111.96979605,32.23777896,7.773029938107356e-05,1.057739973475691e-05,1.3844000101089478,1.3293499946594238,0.9986429810523987,7.561939855804667e-05,2.1664500309270807e-06,0.9021919965744019,3.3379099369049072,35651585,0,7374912
146681119698436001,156423296420000822,32323842,8,4,z,55665.2331417,111.96982187,32.23778355,8.242530020652339e-05,3.7668000913981814e-06,1.171370029449463,1.1508100032806396,0.0,8.015880302991718e-05,1.434630007679516e-06,0.872169017791748,2.567349910736084,35651585,160,34880
146681119698436001,156424238420000681,32325542,8,4,z,55665.2425628,111.96983182,32.23777029,8.547199831809849e-05,3.990759978478309e-06,1.1894400119781494,1.1532399654388428,0.9989989995956421,8.144079765770584e-05,1.4449999525822932e-06,0.8839020133018494,2.8240299224853516,35651585,128,7374912
146681119698436001,177457858400000611,41867840,8,3,i,55875.5788488,111.96982219,32.2377683,0.0001130599994212389,2.319369968972751e-06,1.1920599937438965,1.1430699825286865,0.9972519874572754,0.0001125150010921061,1.2101700122002512e-06,0.8817179799079895,2.553380012512207,102760517,128,7374912
146681119698436001,177457934470000639,41867947,8,3,i,55875.5796082,111.96982366,32.23779254,0.00011196400009794161,2.411150035186438e-06,1.2172399759292603,1.1365699768066406,0.9938369989395142,0.00011015399650204927,1.189720023830887e-06,0.8658030033111572,2.555190086364746,102760517,128,7374912
