objID,detectID,imageID,skyCellID,filterid,filterType,obsTime,ra,dec,psfFlux,psfFluxErr,psfMajorFWHM,psfMinorFWHM,psfQfPerfect,apFlux,apFluxErr,apFillF,apRadius,infoFlag,infoFlag2,infoFlag3
155931678637970024,116739454470000170,14752247,99,3,i,55268.3947356,167.86379127,39.94113674,6.294120248639956e-05,2.5237700356228743e-06,1.6803300380706787,1.6167399883270264,0.9984009861946106,4.811489998246543e-05,9.04855994576792e-07,0.9127050042152405,3.578119993209839,35651585,128,108038208
155931678637970024,116740444730000473,14753873,99,3,i,55268.4046302,167.86378026,39.9411326,6.744750135112554e-05,2.139350044672028e-06,1.4042999744415283,1.3630399703979492,0.9988930225372314,6.882869638502598e-05,1.085409962797712e-06,0.904088020324707,3.066809892654419,102760517,128,7374912
155931678637970024,116751142730000146,14770573,99,2,r,55268.5116374,167.8638098,39.94113093,0.00010192400077357888,2.4242399376817048e-06,2.019289970397949,1.9052400588989258,0.9992989897727966,0.00010912900324910879,1.2232400194989168e-06,0.935280978679657,4.601039886474609,102760453,128,7374912
155931678637970024,116752111730000182,14772173,99,2,r,55268.5213219,167.86380479,39.94113069,9.82628989731893e-05,2.8182500955153955e-06,2.3595099449157715,2.2813498973846436,0.9989579916000366,0.00012828900071326643,1.320339947596949e-06,0.9424340128898621,5.623149871826172,35667969,128,108005440
155931678637970024,117447019730000131,14978773,99,1,g,55275.4704989,167.86380214,39.94111155,0.00015765600255690515,1.931020051415544e-06,1.881350040435791,1.7652499675750732,0.998665988445282,0.00016165300621651113,1.3847500213159947e-06,0.9096590280532837,3.834199905395508,102760517,128,7374912
155931678637970024,117447935730000124,14979973,99,1,g,55275.4796551,167.86381795,39.9411154,0.00015270299627445638,1.9925200831494294e-06,2.028480052947998,1.8633300065994263,0.9992870092391968,0.0001551669993204996,1.3547499975175015e-06,0.9273939728736877,4.345489978790283,102760517,128,7374912
155931678637970024,123026127730000354,16772673,99,4,z,55331.2614542,167.86380069,39.94113638,6.075000055716373e-05,3.423750058573205e-06,1.25246000289917,1.057379961013794,0.9985769987106323,6.201270298333839e-05,1.2592099665198475e-06,0.872169017791748,2.5558199882507324,35651585,0,7374912
155931678637970024,148359648220000480,28529822,99,5,y,55584.596661,167.86373568,39.94111658,5.2006398618686944e-05,6.1637501858058386e-06,1.150339961051941,1.033139944076538,0.9957500100135803,5.951679850113578e-05,1.9517799501045374e-06,0.8645449876785278,2.310420036315918,35651585,0,7374912
155931678637970024,148459027220000447,28605022,99,4,z,55585.590459,167.86375687,39.94113739,5.5829001212259755e-05,3.430010110605508e-06,1.5865700244903564,1.5437999963760376,0.9983500242233276,3.1682298867963254e-05,8.763399819144979e-07,0.9110739827156067,3.8500099182128906,35651585,0,40929344
155931678637970024,153342520320000251,30985232,99,3,i,55634.4254792,167.86379507,39.94112395,7.088849815772846e-05,1.3982099744680454e-06,1.0478899478912354,0.8203240036964417,0.9982309937477112,7.229170296341181e-05,9.528229725219717e-07,0.8604310154914856,2.0521299839019775,102760453,128,7374912
