objID,detectID,imageID,skyCellID,filterid,filterType,obsTime,ra,dec,psfFlux,psfFluxErr,psfMajorFWHM,psfMinorFWHM,psfQfPerfect,apFlux,apFluxErr,apFillF,apRadius,infoFlag,infoFlag2,infoFlag3
153513579345744806,127352836040000722,18770004,49,5,y,55374.5285426,357.93451818,37.92850467,8.936059748521075e-05,7.98086966824485e-06,0.9046069979667664,0.791363000869751,0.9992960095405579,8.732159767532721e-05,2.483059915903141e-06,0.8355630040168762,2.0484700202941895,35651585,0,7342144
153513579345744806,127352885500000892,18770150,49,5,y,55374.5290364,357.93455364,37.92836767,7.505089888582006e-05,8.995490134111606e-06,0.9595919847488403,0.9105169773101807,0.9974470138549805,9.724310075398535e-05,2.6482000521355076e-06,0.8504840135574341,2.0418500900268555,35651585,0,7342144
153513579345744806,127353950040001201,18772204,49,5,y,55374.5396804,357.93454581,37.92851216,7.707029726589099e-05,7.1033700805855915e-06,0.8214499950408936,0.7923669815063477,0.9981409907341003,7.821879989933223e-05,2.3275499643204967e-06,0.8355630040168762,2.048449993133545,35651585,0,7342144
153513579345744806,127354000500001266,18772350,49,5,y,55374.5401787,357.9345273,37.92840751,7.962629752000794e-05,9.448260243516415e-06,1.1364500522613525,1.0730799436569214,0.9977520108222961,8.044629794312641e-05,2.376990096308873e-06,0.8455110192298889,2.0420899391174316,35651585,0,7342144
153513579345744806,127458045040000640,18836504,49,4,z,55375.5806251,357.93450637,37.92850772,8.758549665799364e-05,3.3040998914657393e-06,1.2067699432373047,1.088879942893982,0.998350977897644,7.887770334491506e-05,1.4142600548439077e-06,0.872169017791748,2.5597000122070312,102760453,128,7374912
153513579345744806,127458093500000938,18836650,49,4,z,55375.581122,357.93452467,37.92837765,8.348520350409672e-05,3.813109969996731e-06,1.4513100385665894,1.3539600372314453,0.9457610249519348,7.838250166969374e-05,1.4299599797595874e-06,0.8839020133018494,2.806999921798706,35651585,128,7374912
153513579345744806,127459167160000706,18838716,49,4,z,55375.5918589,357.93452433,37.92850199,9.361760021420196e-05,2.9198699849075638e-06,0.9072849750518799,0.8478789925575256,0.9986039996147156,9.374159708386287e-05,1.5580300214423914e-06,0.8504840135574341,2.047719955444336,102760453,128,7374912
153513579345744806,133658000740000493,21576274,49,2,r,55437.5802414,357.93450622,37.92850251,0.0001556329953018576,3.0989699553174432e-06,1.6848399639129639,1.5510799884796143,0.7882530093193054,0.00010671299969544634,1.1706099485309096e-06,0.5180659890174866,3.5832700729370117,102760453,128,32768
153513579345744806,133659104740000455,21578174,49,2,r,55437.5912827,357.93449685,37.92852121,0.00015877200348768383,5.270770088827703e-06,2.456660032272339,2.325269937515259,0.614130973815918,8.002840331755579e-05,1.0037999800260877e-06,0.48197799921035767,5.886710166931152,102760453,128,32768
153513579345744806,133660604740000503,21580274,49,3,i,55437.6063058,357.93446169,37.92848053,0.0001312609965680167,4.741280008602189e-06,1.841670036315918,1.7645100355148315,0.5048390030860901,4.935000106343068e-05,7.800670118740527e-07,0.41303199529647827,4.348909854888916,102760453,128,0
153513579345744806,133661752740000619,21581974,49,3,i,55437.6177933,357.9345625,37.92868296,6.775800284231082e-05,4.952600193064427e-06,2.407089948654175,2.22652006149292,0.6180070042610168,2.8126200049882755e-05,5.869489996257471e-07,0.4693419933319092,5.884220123291016,35651585,0,0
153513579345744806,134342707160000290,21975816,49,1,g,55444.4273293,357.93450023,37.92850242,0.00020412899903021753,2.003840108955046e-06,1.1584700345993042,1.0505000352859497,0.9976919889450073,0.00021080300211906433,1.7507900338387117e-06,0.8658030033111572,2.5599899291992188,102760517,128,7374912
153513579345744806,134343883160000273,21977616,49,1,g,55444.4390863,357.93450275,37.92850366,0.00020830299763474613,2.020399961111252e-06,1.176740050315857,1.0402499437332153,0.9970030188560486,0.0002103790029650554,1.7461200059187831e-06,0.8817179799079895,2.5599300861358643,102760517,128,7374912
